doc_id,url,title,description
82,https://hak.wikipedia.org/wiki/Google,Google - 自由編輯个維基百科,Google - 自由編輯个維基百科 跳至內容 主選單 主選單 移至側邊欄 隱藏 Thô-hòng Thèu-ya̍p Chui-khiûn kiên-kói Sùi-kî ya̍p-mien Pông-sú Sa-khî chú-ya̍p 廳下 Pông-sú 恁般讀客家話? 自家个測試 Sêu-chhìm Sêu-chhìm 外觀 贊助𠊎兜維基媒體 Khôi fu-thèu Tên-ngi̍p...
83,https://el.wikipedia.org/wiki/Google,Google - Βικιπαίδεια,Google - Βικιπαίδεια Μετάβαση στο περιεχόμενο Κύριο μενού Κύριο μενού μετακίνηση στην πλαϊνή μπάρα απόκρυψη Πλοήγηση Κύρια πύλη Θεματικές πύλες Προβεβλημένα λήμματα Τρέχοντα γεγονότα Τυχαίο λήμμα Ειδι...
84,https://bm.wikipedia.org/wiki/Gugolu,Gugolu — Wikipedia bamanankan,Gugolu — Wikipedia bamanankan Aller au contenu Menu principal Menu principal déplacer vers la barre latérale masquer Nawigation Nyɛ fɔlɔ Jamaje Yɛlɛmaliw kura Nyɛ min man ni ja Dɛmɛ Nyini Nyini Appare...
85,https://ig.wikipedia.org/wiki/Google,"Google - Wikipedia, Njikotá édémédé nke onyobulạ","Google - Wikipedia, Njikotá édémédé nke onyobulạ Gaa na ọdịnaya Isi menu Isi menu Ga na nootu akụkụ zoo Ṅchọpụta Ihu m̀bụ Nzọr ogbako mmẹkotaariá Màkà Mgbanwe ọhụrụ Peeji n'enweghị usoro Enyemaka Chọọ..."
86,https://mai.wikipedia.org/wiki/%E0%A4%97%E0%A5%81%E0%A4%97%E0%A4%B2,गुगल - विकिपिडिया,गुगल - विकिपिडिया सामग्री पर जाएँ मुख्य मेन्यू मुख्य मेन्यू साइडबार पर जाएँ छुपाएँ सञ्चार सम्मुख पन्ना सामाजिक कोण आइ-काल्हिक घटनासभ लगक परिवर्तनसभ अव्यवस्थित पृष्ठ मदति सहायता चबुतरा नव पृष्ठ कोना आर...
87,https://hu.wikipedia.org/wiki/Google_LLC,Google LLC – Wikipédia,Google LLC – Wikipédia Ugrás a tartalomhoz Főmenü Főmenü áthelyezés az oldalsávba elrejtés Navigáció Kezdőlap Tartalom Kiemelt szócikkek Friss változtatások Lap találomra Tudakozó Speciális lapok Rész...
88,https://et.wikipedia.org/wiki/Google,Google – Vikipeedia,Google – Vikipeedia Mine sisu juurde Peamenüü Peamenüü vii külgpaanile peida Navigeerimine Esileht Üldine arutelu Viimased muudatused Juhuslik lehekülg Juhend Kontakt Trüki või ekspordi Koosta raamat ...
89,https://mr.wikipedia.org/wiki/%E0%A4%97%E0%A5%82%E0%A4%97%E0%A4%B2,गूगल - विकिपीडिया,गूगल - विकिपीडिया Jump to content Main menu Main menu move to sidebar hide सुचालन मुखपृष्ठ धूळपाटी कार्यशाळा साहाय्य/मदतकेंद्र अलीकडील बदल अविशिष्ट लेख चावडी दूतावास (Embassy) ऑनलाइन शब्दकोश शोध शोधा ...
90,https://www.wikipedia.org/wiki/Portal:Current_events,Portal:Current events - Wikipedia,Portal:Current events - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn ...
91,https://www.wikipedia.org/wiki/Special:SpecialPages,Special pages - Wikipedia,Special pages - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to edit ...
92,https://mg.wikipedia.org/wiki/Google,Google — Wikipedia,Google — Wikipedia Aller au contenu Menio fotony Menio fotony déplacer vers la barre latérale afenina Fikarohana Fandraisana Wikipedia finday Pejy rehetra Pejy vaovao Takelaka kisendra Fikambanana Toe...
93,https://bg.wikipedia.org/wiki/%D0%93%D1%83%D0%B3%D1%8A%D0%BB_(%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F),Гугъл (компания) – Уикипедия,Гугъл (компания) – Уикипедия Направо към съдържанието Главно меню Главно меню преместване към страничната лента скриване Навигация Начална страница Случайна статия Полезно Последни промени Общи разгов...
94,https://mni.wikipedia.org/wiki/%EA%AF%92%EA%AF%A8%EA%AF%92%EA%AF%9C,ꯒꯨꯒꯜ - ꯋꯤꯀꯤꯄꯦꯗꯤꯌꯥ,ꯒꯨꯒꯜ - ꯋꯤꯀꯤꯄꯦꯗꯤꯌꯥ Jump to content ꯃꯔꯨꯑꯣꯏꯕ ꯌꯦꯡꯐꯝ ꯃꯔꯨꯑꯣꯏꯕ ꯌꯦꯡꯐꯝ move to sidebar ꯂꯣꯠꯂꯨ ꯆꯠꯄꯥ ꯃꯔꯨꯑꯣꯏꯕ ꯂꯃꯥꯏ ꯃꯤꯌꯥꯝꯒꯤ ꯄꯨꯟꯐꯝꯌꯥꯎꯐꯝ ꯍꯧꯖꯤꯛꯀꯤ ꯑꯣꯏꯕ ꯑꯍꯣꯡꯕꯁꯤꯡ ꯆꯥꯡ ꯅꯥꯏꯗꯕ ꯂꯃꯥꯏ ꯃꯇꯦꯡ ꯑꯈꯟꯅꯕ ꯂꯃꯥꯏꯁꯤꯡ ꯊꯤꯕꯥ ꯊꯤꯕꯥ Appearance ꯀꯠ...
95,https://www.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Google,Log in - Wikipedia,Log in - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to edit Communi...
96,https://hy.wikipedia.org/wiki/%D4%B3%D5%B8%D6%82%D5%A3%D5%AC_(%D5%A8%D5%B6%D5%AF%D5%A5%D6%80%D5%B8%D6%82%D5%A9%D5%B5%D5%B8%D6%82%D5%B6),Գուգլ (ընկերություն) - Վիքիպեդիա,Գուգլ (ընկերություն) - Վիքիպեդիա Jump to content Հիմնական ընտրացանկ Հիմնական ընտրացանկ տեղափոխել կողագոտի թաքցնել Նավարկում Գլխավոր էջ Կատեգորիաներ Պատահական հոդված Նոր էջեր Ընթացիկ իրադարձություններ ...
97,https://es.wikipedia.org/wiki/Google,"Google - Wikipedia, la enciclopedia libre","Google - Wikipedia, la enciclopedia libre Ir al contenido Menú principal Menú principal mover a la barra lateral ocultar Navegación Portada Portal de la comunidad Actualidad Cambios recientes Páginas ..."
98,https://www.wikipedia.org/wiki/Help:Contents,Help:Contents - Wikipedia,Help:Contents - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to edit ...
99,https://he.wikipedia.org/wiki/%D7%92%D7%95%D7%92%D7%9C_(%D7%97%D7%91%D7%A8%D7%94),גוגל (חברה) – ויקיפדיה,גוגל (חברה) – ויקיפדיה לדלג לתוכן תפריט ראשי תפריט ראשי העברה לסרגל הצד הסתרה ניווט עמוד ראשי ברוכים הבאים שינויים אחרונים ערכים מומלצים פורטלים ערך אקראי קהילה שער הקהילה עזרה ייעוץ מזנון כיכר העיר ח...
100,https://bn.wikipedia.org/wiki/%E0%A6%97%E0%A7%81%E0%A6%97%E0%A6%B2,গুগল - উইকিপিডিয়া,গুগল - উইকিপিডিয়া বিষয়বস্তুতে চলুন প্রধান মেনু প্রধান মেনু পার্শ্বদণ্ডে নিন লুকান পরিভ্রমণ প্রধান পাতা সম্প্রদায়ের প্রবেশদ্বার সম্প্রদায়ের আলোচনাসভা সাম্প্রতিক পরিবর্তন অজানা যেকোনো পাতা সাহায্য অ...
101,https://min.wikipedia.org/wiki/Google,Google - Wikipedia baso Minang,Google - Wikipedia baso Minang Lompat ke isi Menu utamo Menu utamo pindah ke bilah sisi suruakan Navigasi Laman Utamo Portal komunitas Kajadian kini ko Parubahan baru Laman sumbarang Kadai Kopi Bak ka...
102,https://arz.wikipedia.org/wiki/%D8%AC%D9%88%D8%AC%D9%84,جوجل - ويكيبيديا,جوجل - ويكيبيديا انتقل إلى المحتوى القائمة الرئيسية القائمة الرئيسية انقل للشريط الجانبي أخف استكشاف الصفحه الرئيسيه بوابات ويكيبيديا مصرى اخر التعديلات صفحة عشوائيه مساعده تواصل صالون المناقشه طريقة ...
103,https://cs.wikipedia.org/wiki/Google,Google – Wikipedie,Google – Wikipedie Přeskočit na obsah Hlavní menu Hlavní menu přesunout do postranního panelu skrýt Navigace Hlavní strana Nápověda Potřebuji pomoc Nejlepší články Náhodný článek Poslední změny Komuni...
104,https://mzn.wikipedia.org/wiki/%DA%AF%D9%88%DA%AF%D9%84,گوگل - ویکی‌پدیا,گوگل - ویکی‌پدیا پرش به محتوا اصلی رج اصلی رج انتقال به نوار کناری پٮتی ناوبری گت صفحه تازه دگاردنی‌ئون تازه خـَوِرون کارورون ِلوش شانسی صفحه راهنما چرخه‌تو چرخ‌ هاییر نما پول هدائن عضو بیّن دله بموئن...
105,https://www.wikipedia.org/wiki/Wikipedia:Community_portal,Wikipedia:Community portal - Wikipedia,Wikipedia:Community portal - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help L...
106,https://de.wikipedia.org/wiki/Google_LLC,Google LLC – Wikipedia,Google LLC – Wikipedia Zum Inhalt springen Hauptmenü Hauptmenü In die Seitenleiste verschieben Verbergen Navigation Hauptseite Themenportale Zufälliger Artikel Spezialseiten Mitmachen Artikel verbesse...
107,https://www.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Google,Create account - Wikipedia,Create account - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to edit...
108,https://ar.wikipedia.org/wiki/%D8%AC%D9%88%D8%AC%D9%84,جوجل - ويكيبيديا,جوجل - ويكيبيديا انتقل إلى المحتوى القائمة الرئيسية القائمة الرئيسية انقل للشريط الجانبي أخف الموسوعة الصفحة الرئيسة الأحداث الجارية أحدث التغييرات أحدث التغييرات الأساسية تصفح المواضيع أبجدي بوابات م...
109,https://bs.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Idi na sadržaj Glavni meni Glavni meni premjesti na bočnu traku sakrij Navigacija Početna strana Istaknuti članci Portali Kategorije Nedavne izmjene Nasumična stranica Interakcija P...
110,https://fa.wikipedia.org/wiki/%DA%AF%D9%88%DA%AF%D9%84,گوگل - ویکی‌پدیا، دانشنامهٔ آزاد,گوگل - ویکی‌پدیا، دانشنامهٔ آزاد پرش به محتوا منوی اصلی منوی اصلی انتقال به نوار کناری نهفتن بازدید محتوا صفحهٔ اصلی رویدادهای کنونی مقالهٔ تصادفی همکاری تغییرات اخیر ویکی‌نویس شوید! راهنما تماس با وی...
111,https://fr.wikipedia.org/wiki/Google,Google — Wikipédia,Google — Wikipédia Aller au contenu Menu principal Menu principal déplacer vers la barre latérale masquer Navigation Page d’accueil Portails thématiques Article au hasard Contact Contribuer Débuter su...
